sequence_id,pattern_type,memory_history_length,page_sequence_length,current_memory_pressure,next_page_faults,next_page_faults_normalized,pattern_confidence,memory_stability,historical_accuracy
mixed_1,mixed,27,27,0.2275528907775879,6648401,0.9497715714285714,0.65,0.7982201963393271,0.7893863269396691
sequential_157,sequential,42,42,0.1911640167236328,6678980,0.95414,0.85,0.8891120083862304,0.6630379329673594
random_156,random,34,34,0.24896514415740967,6640895,0.9486992857142857,0.35,0.7345520545659453,0.6306432338219164
random_67,random,37,37,0.19982659816741943,6583413,0.9404875714285714,0.35,0.8087522431848977,0.6569706062797954
sequential_101,sequential,38,38,0.21830284595489502,6537743,0.9339632857142857,0.85,0.7503426280491818,0.7156255880590405
mixed_165,mixed,39,39,0.24065911769866943,6632298,0.9474711428571428,0.65,0.8455948744695182,0.7143992322237573
locality_129,locality,59,59,0.19879508018493652,6624633,0.9463761428571429,0.75,0.8099769737133412,0.7841403214236065
locality_184,locality,36,36,0.20252621173858643,6600157,0.9428795714285715,0.75,0.8422693682582861,0.6408592760857619
locality_120,locality,36,36,0.2225053310394287,6532031,0.9331472857142857,0.75,0.7886062428064438,0.7582167172190517
random_197,random,32,32,0.2217235565185547,6621045,0.9458635714285715,0.35,0.8759090432499016,0.6283965947653432
sequential_222,sequential,52,52,0.19040250778198242,6637259,0.9481798571428571,0.85,0.8105972836122386,0.6659828534744786
mixed_23,mixed,45,45,0.24233269691467285,6641511,0.9487872857142857,0.65,0.8947056434101465,0.7679939594871134
locality_118,locality,48,48,0.24110090732574463,6683548,0.9547925714285714,0.75,0.7600361803829562,0.7555140514721912
random_166,random,30,30,0.21402359008789062,6600379,0.9429112857142857,0.35,0.8920574468574651,0.6100749741956446
mixed_96,mixed,34,34,0.21182966232299805,6582049,0.9402927142857143,0.65,0.7045125217827738,0.7120727307621975
sequential_68,sequential,59,59,0.210546612739563,6661110,0.9515871428571429,0.85,0.8643666667370603,0.7281961923884912
random_193,random,39,39,0.23618543148040771,6581139,0.9401627142857143,0.35,0.7469456006222968,0.6015950543907083
random_161,random,28,28,0.22923099994659424,6605953,0.9437075714285714,0.35,0.7094899072808357,0.6689730936037677
locality_117,locality,36,36,0.23078668117523193,6529311,0.9327587142857143,0.75,0.8212592421631161,0.6464642788195842
mixed_242,mixed,29,29,0.22475147247314453,6506132,0.9294474285714286,0.65,0.876666054601807,0.6677941382790137
sequential_56,sequential,49,49,0.21566033363342285,6676150,0.9537357142857142,0.85,0.87795935484322,0.7393332828697101
random_22,random,25,25,0.24502766132354736,6641407,0.9487724285714285,0.35,0.8141729092778434,0.6945629761603983
random_185,random,20,20,0.1991415023803711,6488838,0.9269768571428572,0.35,0.8113208072858064,0.79306985981052
mixed_247,mixed,49,49,0.20065999031066895,6668647,0.9526638571428572,0.65,0.830681358460417,0.7872911455635655
random_121,random,37,37,0.19029510021209717,6583322,0.9404745714285714,0.35,0.860708266015477,0.6382579676793334
sequential_10,sequential,48,48,0.21096444129943848,6614582,0.9449402857142857,0.85,0.8177786624827955,0.6853595986096622
locality_33,locality,55,55,0.22425591945648193,6595515,0.9422164285714286,0.75,0.7135505184504012,0.7117270933462497
locality_27,locality,54,54,0.2353222370147705,6602740,0.9432485714285714,0.75,0.8355709566947455,0.7175383559243156
locality_213,locality,61,61,0.22413551807403564,6672416,0.9532022857142857,0.75,0.899371673679638,0.6289441483671075
random_1,random,22,22,0.21065378189086914,6592651,0.9418072857142857,0.35,0.8302739544901029,0.7577765773524633
locality_248,locality,70,70,0.24571537971496582,6720895,0.9601278571428571,0.75,0.718122370904743,0.6938292669863586
sequential_226,sequential,42,42,0.20724546909332275,6627980,0.9468542857142858,0.85,0.7443674937286099,0.7371628612099645
locality_133,locality,58,58,0.2065964937210083,6653953,0.9505647142857143,0.75,0.8967533505951162,0.6302925491771734
mixed_223,mixed,49,49,0.22505927085876465,6738253,0.9626075714285715,0.65,0.8214371784526464,0.6497806326859017
mixed_131,mixed,30,30,0.23435688018798828,6652957,0.9504224285714286,0.65,0.8397655846155745,0.612958675215937
random_46,random,27,27,0.22132980823516846,6693345,0.9561921428571428,0.35,0.8332801747434151,0.7219330929733686
sequential_24,sequential,32,32,0.20000576972961426,6659302,0.9513288571428572,0.85,0.8954599334840156,0.6706854231310494
locality_204,locality,40,40,0.24292171001434326,6579772,0.9399674285714286,0.75,0.84940312197078,0.7282208070240259
locality_206,locality,70,70,0.2367955446243286,6697667,0.9568095714285715,0.75,0.8797489016267974,0.6327766363671717
random_112,random,37,37,0.2107086181640625,6711816,0.9588308571428571,0.35,0.7070332924753905,0.6086110820174948
sequential_105,sequential,47,47,0.19741058349609375,6741122,0.9630174285714286,0.85,0.799780743647043,0.7478517614673857
locality_203,locality,41,41,0.23782002925872803,6565833,0.9379761428571428,0.75,0.7759484622313291,0.7221548975873004
mixed_133,mixed,38,38,0.192937970161438,6622678,0.9460968571428572,0.65,0.8757853715477663,0.6264862355304441
random_200,random,32,32,0.21821916103363037,6541936,0.9345622857142857,0.35,0.8035913865965454,0.7376509181496508
mixed_192,mixed,42,42,0.21253907680511475,6600944,0.942992,0.65,0.775230354915821,0.6840561521796648
sequential_79,sequential,34,34,0.2084728479385376,6604841,0.9435487142857143,0.85,0.8492633565076844,0.6742913950124355
mixed_0,mixed,29,29,0.19025075435638428,6595503,0.9422147142857142,0.65,0.7052924942796936,0.7674424598349244
sequential_95,sequential,53,53,0.22205591201782227,6730294,0.9614705714285714,0.85,0.8598704494377718,0.6475663755724044
sequential_180,sequential,60,60,0.19006741046905518,6698173,0.9568818571428571,0.85,0.7823992276687471,0.7974225665160923
locality_99,locality,52,52,0.1937164068222046,6712409,0.9589155714285714,0.75,0.8224570288301001,0.6394651895582832
locality_77,locality,50,50,0.22498548030853271,6661342,0.9516202857142857,0.75,0.8791425820969325,0.6957791910555353
random_109,random,25,25,0.2402653694152832,6677140,0.9538771428571429,0.35,0.858846872732308,0.7825831457497783
sequential_80,sequential,56,56,0.20471572875976562,6662789,0.951827,0.85,0.8715693646490453,0.7084754611158439
random_32,random,39,39,0.24369895458221436,6674770,0.9535385714285715,0.35,0.8887933598786005,0.7056893588600657
sequential_168,sequential,36,36,0.2461864948272705,6525885,0.9322692857142857,0.85,0.8850853494216602,0.6775231512231915
locality_40,locality,41,41,0.19160079956054688,6650306,0.9500437142857143,0.75,0.8408783065904648,0.7369942649672624
mixed_148,mixed,42,42,0.24274814128875732,6708680,0.9583828571428571,0.65,0.8941816687559262,0.61025202683229
random_201,random,28,28,0.2026592493057251,6588189,0.9411698571428572,0.35,0.7369145509904169,0.7276252751414509
sequential_40,sequential,50,50,0.22186779975891113,6657925,0.9511321428571429,0.85,0.875389900094115,0.6823391113135694
locality_155,locality,53,53,0.23814713954925537,6656723,0.9509604285714286,0.75,0.7471246110851526,0.7655803733220172
locality_88,locality,50,50,0.2192612886428833,6747964,0.9639948571428572,0.75,0.7174747352547068,0.6699091865296437
mixed_146,mixed,32,32,0.2128453254699707,6644046,0.9491494285714286,0.65,0.787479519443115,0.7022619517041574
mixed_207,mixed,34,34,0.238051176071167,6594022,0.9420031428571428,0.65,0.8525239141500244,0.6033390126683041
locality_8,locality,62,62,0.23546457290649414,6641317,0.9487595714285715,0.75,0.7320788572916295,0.7919915982533562
locality_239,locality,42,42,0.19605505466461182,6657481,0.9510687142857143,0.75,0.7966794191416546,0.7241601595707042
random_84,random,28,28,0.2065579891204834,6579942,0.9399917142857143,0.35,0.8057444840202749,0.7184803162738658
sequential_88,sequential,30,30,0.19605684280395508,6576603,0.9395147142857143,0.85,0.8775280672581537,0.7436463884025982
locality_59,locality,47,47,0.23269414901733398,6565893,0.9379847142857143,0.75,0.7909859808914614,0.6279263337968594
mixed_62,mixed,39,39,0.20619535446166992,6622775,0.9461107142857142,0.65,0.7129099953263569,0.6444462161800437
random_96,random,33,33,0.20408856868743896,6626432,0.9466331428571428,0.35,0.7886678599258634,0.6758042237643698
random_177,random,32,32,0.24892079830169678,6668022,0.9525745714285714,0.35,0.8523632779927729,0.795552500749078
mixed_57,mixed,47,47,0.24812543392181396,6715982,0.959426,0.65,0.8750277060164715,0.7864748868872634
mixed_216,mixed,38,38,0.19202899932861328,6541907,0.9345581428571429,0.65,0.7066080768700049,0.6723859141396717
locality_15,locality,51,51,0.19692862033843994,6595630,0.9422328571428571,0.75,0.8498404850292208,0.6512843851262156
sequential_223,sequential,53,53,0.22010934352874756,6566575,0.9380821428571429,0.85,0.8618974418680069,0.7426387218130146
random_219,random,24,24,0.24675440788269043,6506625,0.9295178571428572,0.35,0.7087672629663921,0.6651203264645704
random_238,random,39,39,0.21380996704101562,6561163,0.937309,0.35,0.8384491061416626,0.7715583654847258
sequential_17,sequential,33,33,0.22241449356079102,6691824,0.9559748571428571,0.85,0.7166004377274857,0.7551329281584924
locality_10,locality,51,51,0.19986271858215332,6652192,0.9503131428571429,0.75,0.8600961187843128,0.7567397440341306
random_119,random,24,24,0.21495485305786133,6597275,0.9424678571428572,0.35,0.7027169995277752,0.6770300914539306
random_21,random,32,32,0.23886680603027344,6612583,0.9446547142857142,0.35,0.7900289317330919,0.7947851276695874
locality_20,locality,68,68,0.2145305871963501,6738950,0.9627071428571429,0.75,0.8715584561566885,0.7399813439777636
locality_48,locality,37,37,0.23195338249206543,6595591,0.9422272857142857,0.75,0.7110250318971038,0.7428184607687118
sequential_140,sequential,59,59,0.2050694227218628,6609013,0.9441447142857143,0.85,0.8929581509733442,0.607010210463126
sequential_77,sequential,37,37,0.23686420917510986,6650500,0.9500714285714286,0.85,0.8494424618731186,0.7051540022176022
locality_46,locality,65,65,0.2054424285888672,6714463,0.959209,0.75,0.7762547688412084,0.6059907052930568
sequential_164,sequential,44,44,0.24799132347106934,6580003,0.9400004285714286,0.85,0.7329788660854877,0.6569812501422901
locality_187,locality,45,45,0.20488286018371582,6663992,0.9519988571428571,0.75,0.8763017704539774,0.6902750412812428
sequential_177,sequential,58,58,0.2236921787261963,6680671,0.9543815714285714,0.85,0.8380290314172425,0.6896897508748835
sequential_202,sequential,33,33,0.23048865795135498,6529792,0.9328274285714285,0.85,0.707890720195689,0.7935679053462606
random_191,random,34,34,0.2347869873046875,6648688,0.9498125714285715,0.35,0.739699055231681,0.6407458721917811
sequential_216,sequential,48,48,0.23896563053131104,6671128,0.9530182857142857,0.85,0.718323056930906,0.6309581416540659
sequential_33,sequential,42,42,0.1959092617034912,6657283,0.9510404285714286,0.85,0.859599160494805,0.7518447815407265
sequential_213,sequential,52,52,0.21337664127349854,6628089,0.9468698571428571,0.85,0.7659723568299789,0.6849372015742641
mixed_7,mixed,48,48,0.2086571455001831,6627460,0.94678,0.65,0.7423853659445068,0.7169461658928803
random_54,random,37,37,0.21685779094696045,6559737,0.9371052857142858,0.35,0.8519026226338735,0.7884560339414189
mixed_178,mixed,47,47,0.1931459903717041,6644392,0.9491988571428571,0.65,0.7261187380278737,0.7358002546477652
locality_47,locality,67,67,0.22405290603637695,6763290,0.9661842857142857,0.75,0.8543246469153432,0.6537436197911966
locality_241,locality,41,41,0.24462592601776123,6662347,0.9517638571428572,0.75,0.7934145090500346,0.6804286229389931
mixed_9,mixed,47,47,0.22284424304962158,6583777,0.9405395714285715,0.65,0.8914104844357524,0.7737517914742551
sequential_115,sequential,48,48,0.21537482738494873,6676693,0.9538132857142857,0.85,0.8529076359087973,0.669548909270423
sequential_199,sequential,39,39,0.24595856666564941,6622018,0.9460025714285715,0.85,0.8508712255548049,0.6503661838420421
random_147,random,25,25,0.21625173091888428,6561970,0.9374242857142857,0.35,0.8515495747264153,0.6694652906268895
random_118,random,27,27,0.20790839195251465,6546804,0.9352577142857142,0.35,0.877647304403567,0.6464257356755679
sequential_144,sequential,57,57,0.20505034923553467,6733494,0.9619277142857143,0.85,0.7311642661116038,0.7240084825743085
random_57,random,38,38,0.1988462209701538,6534032,0.9334331428571429,0.35,0.8550392349522747,0.7002123659310717
mixed_90,mixed,36,36,0.19022977352142334,6518258,0.9311797142857143,0.65,0.7021784620035152,0.6033745263972785
locality_93,locality,56,56,0.20944833755493164,6735254,0.9621791428571429,0.75,0.8674988000771372,0.786397596241535
mixed_140,mixed,46,46,0.24118244647979736,6657541,0.9510772857142857,0.65,0.7091511929189949,0.6562438733013906
locality_172,locality,43,43,0.21104824542999268,6542748,0.9346782857142857,0.75,0.8418366116690673,0.7863696351337339
sequential_156,sequential,38,38,0.2484821081161499,6637581,0.9482258571428571,0.85,0.8485794003402293,0.7223707145029651
mixed_218,mixed,39,39,0.22046637535095215,6711111,0.9587301428571429,0.65,0.8450190430833548,0.6166694237285278
mixed_163,mixed,34,34,0.22338318824768066,6671987,0.953141,0.65,0.7319309945213825,0.6359837092483546
mixed_28,mixed,25,25,0.21216583251953125,6504164,0.9291662857142857,0.65,0.8406925977268616,0.619547797271407
sequential_93,sequential,32,32,0.21422195434570312,6625860,0.9465514285714286,0.85,0.8168172304749214,0.6478124317311611
locality_57,locality,48,48,0.2300034761428833,6583899,0.940557,0.75,0.8778804893544501,0.7644268264038743
sequential_109,sequential,56,56,0.22159767150878906,6608681,0.9440972857142857,0.85,0.7925811521231156,0.7360070253487752
locality_169,locality,66,66,0.23806393146514893,6682749,0.9546784285714286,0.75,0.7341480905500106,0.6656918136316361
mixed_83,mixed,29,29,0.24465548992156982,6667703,0.952529,0.65,0.780200872851822,0.6720184147855143
locality_228,locality,51,51,0.19314348697662354,6710946,0.9587065714285714,0.75,0.8550096542312808,0.6737436223307178
locality_229,locality,38,38,0.22108960151672363,6604570,0.94351,0.75,0.8698962598011619,0.621076337443199
sequential_116,sequential,59,59,0.2141580581665039,6609442,0.944206,0.85,0.744425957779205,0.7261838975700304
sequential_170,sequential,52,52,0.22778856754302979,6554199,0.9363141428571429,0.85,0.8159783785873524,0.7390244146862013
locality_61,locality,58,58,0.20269322395324707,6664734,0.9521048571428572,0.75,0.7486314988383335,0.7801897329622435
random_99,random,24,24,0.19398260116577148,6511998,0.9302854285714286,0.35,0.712326838690809,0.6739868106081225
random_227,random,27,27,0.18951749801635742,6681994,0.9545705714285714,0.35,0.8589128039980863,0.7871396569976312
sequential_211,sequential,48,48,0.19451665878295898,6597327,0.9424752857142857,0.85,0.7366391899978779,0.6300189999239069
random_106,random,30,30,0.2476722002029419,6623695,0.9462421428571428,0.35,0.8852740232791478,0.6939335163277311
random_92,random,25,25,0.21364665031433105,6508916,0.9298451428571428,0.35,0.8137439788368007,0.7383834677592555
mixed_118,mixed,28,28,0.24823570251464844,6646608,0.9495154285714286,0.65,0.8262167404191262,0.6751980525284521
mixed_235,mixed,32,32,0.24583446979522705,6569309,0.9384727142857143,0.65,0.829613594981423,0.7492024488372866
sequential_186,sequential,35,35,0.22506916522979736,6599261,0.9427515714285715,0.85,0.730493392198902,0.7496651079712525
random_110,random,32,32,0.22660565376281738,6562806,0.9375437142857143,0.35,0.7521487276148698,0.6935133406995492
locality_102,locality,62,62,0.23402321338653564,6741868,0.963124,0.75,0.7524319036670682,0.6639023003862882
locality_161,locality,39,39,0.21084368228912354,6660328,0.9514754285714285,0.75,0.7958810436833471,0.757153158582297
mixed_44,mixed,49,49,0.19921958446502686,6662984,0.9518548571428571,0.65,0.8403681613037794,0.6737193407546185
locality_64,locality,69,69,0.19112920761108398,6641241,0.9487487142857143,0.75,0.7158909740561791,0.7098583857089334
locality_53,locality,64,64,0.2140805721282959,6698373,0.9569104285714286,0.75,0.750245822223519,0.7346601343105661
sequential_236,sequential,39,39,0.2432727813720703,6710711,0.958673,0.85,0.8250154533617453,0.760584172279323
sequential_106,sequential,58,58,0.20326173305511475,6579677,0.9399538571428572,0.85,0.7865192212352141,0.6635940287836004
locality_124,locality,46,46,0.2462552785873413,6582911,0.9404158571428571,0.75,0.7204821702910539,0.7381382442168329
random_104,random,21,21,0.23791611194610596,6580731,0.9401044285714286,0.35,0.720603386698512,0.6088130094746711
mixed_79,mixed,47,47,0.21110069751739502,6602481,0.9432115714285715,0.65,0.8812707229982275,0.615312645964598
sequential_87,sequential,56,56,0.21336007118225098,6649306,0.9499008571428571,0.85,0.7270239727090656,0.746315986903631
mixed_144,mixed,43,43,0.19780874252319336,6663283,0.9518975714285715,0.65,0.8984971684729045,0.6771968800145018
random_11,random,40,40,0.20478618144989014,6642824,0.9489748571428571,0.35,0.8114153489257458,0.7883360380203215
random_157,random,28,28,0.23989391326904297,6645576,0.949368,0.35,0.7147861717853093,0.7659228125294921
locality_200,locality,65,65,0.22147035598754883,6567161,0.9381658571428572,0.75,0.7100065535329065,0.6929213173835862
mixed_152,mixed,39,39,0.23410451412200928,6685993,0.9551418571428572,0.65,0.7823783186926099,0.6216427110397805
random_69,random,30,30,0.19996941089630127,6559770,0.93711,0.35,0.889406675096881,0.6991326256146743
random_77,random,20,20,0.2084411382675171,6495971,0.9279958571428572,0.35,0.7250321211518913,0.7967681367616248
mixed_26,mixed,40,40,0.24485576152801514,6605919,0.9437027142857143,0.65,0.7438377488982435,0.6198445163782214
sequential_2,sequential,42,42,0.21965432167053223,6626870,0.9466957142857143,0.85,0.7444730948261451,0.6071247606402844
sequential_114,sequential,55,55,0.1904963254928589,6628914,0.9469877142857143,0.85,0.8448210508424027,0.6291150363057855
locality_54,locality,56,56,0.220200777053833,6572812,0.9389731428571428,0.75,0.7394185083442981,0.6383460732886475
locality_195,locality,68,68,0.22806918621063232,6785018,0.9692882857142857,0.75,0.766227688211058,0.7028595066055618
mixed_22,mixed,25,25,0.24305248260498047,6553174,0.9361677142857143,0.65,0.8013619706727473,0.7668450275853218
locality_94,locality,37,37,0.21293747425079346,6549972,0.9357102857142857,0.75,0.7217404051331135,0.7439311080120065
random_182,random,28,28,0.20923852920532227,6599885,0.9428407142857143,0.35,0.7213785633965176,0.6485615462323605
mixed_53,mixed,42,42,0.2313624620437622,6717724,0.9596748571428572,0.65,0.7714163206422927,0.7643177988833769
locality_170,locality,38,38,0.23870527744293213,6706065,0.9580092857142857,0.75,0.8260433672766323,0.7254434798770234
random_188,random,33,33,0.24386823177337646,6662644,0.9518062857142857,0.35,0.7407436642105019,0.7347164480898565
sequential_163,sequential,41,41,0.2101987600326538,6651607,0.9502295714285715,0.85,0.8982057348660887,0.7086068928061874
sequential_139,sequential,38,38,0.2432173490524292,6591998,0.941714,0.85,0.8933309947287367,0.7062193671420177
sequential_240,sequential,39,39,0.24178528785705566,6553106,0.936158,0.85,0.7503363891311061,0.684224116505513
mixed_143,mixed,44,44,0.20688879489898682,6725494,0.9607848571428571,0.65,0.7375655141805944,0.6702188471604209
locality_137,locality,47,47,0.20770859718322754,6645249,0.9493212857142858,0.75,0.7932533505123693,0.6451068908940157
locality_132,locality,49,49,0.2406625747680664,6576189,0.9394555714285714,0.75,0.8550672029851746,0.6003405983432011
mixed_236,mixed,37,37,0.196111798286438,6562937,0.9375624285714286,0.65,0.8258528560218155,0.7695748116980071
mixed_229,mixed,45,45,0.2309117317199707,6694433,0.9563475714285714,0.65,0.8574187280614808,0.7157684028504218
random_232,random,26,26,0.22381198406219482,6547351,0.9353358571428572,0.35,0.7721060620349216,0.7599991177473102
sequential_18,sequential,47,47,0.2068769931793213,6596492,0.942356,0.85,0.7313231189788845,0.6713990690973489
locality_180,locality,54,54,0.24203598499298096,6545127,0.9350181428571429,0.75,0.7208417535892646,0.7505188454380938
locality_90,locality,37,37,0.19574272632598877,6631627,0.9473752857142858,0.75,0.7001610984050816,0.6405663019291733
locality_198,locality,59,59,0.19912219047546387,6635191,0.9478844285714285,0.75,0.8712697052092934,0.7573464130282037
random_114,random,30,30,0.21875905990600586,6648618,0.9498025714285714,0.35,0.8961510270054419,0.618193481882759
sequential_243,sequential,52,52,0.24211299419403076,6585166,0.940738,0.85,0.7346180022671456,0.7696287051066535
random_91,random,20,20,0.23858845233917236,6502864,0.9289805714285714,0.35,0.7393538068417104,0.7363481227452521
mixed_154,mixed,49,49,0.22667312622070312,6730186,0.9614551428571428,0.65,0.7722614772050862,0.6090358753112828
random_72,random,40,40,0.22926175594329834,6549727,0.9356752857142857,0.35,0.8418990509247973,0.655344362572089
locality_238,locality,62,62,0.19908034801483154,6601131,0.9430187142857143,0.75,0.8558053568317949,0.7649067328723304
locality_32,locality,57,57,0.20262980461120605,6590999,0.9415712857142857,0.75,0.7932769854802191,0.6521927949783158
mixed_186,mixed,32,32,0.20946729183197021,6574824,0.9392605714285714,0.65,0.813633404935364,0.6821224370564951
mixed_111,mixed,47,47,0.2042781114578247,6705398,0.957914,0.65,0.861509208236896,0.7296960718204528
random_125,random,24,24,0.23859822750091553,6570994,0.9387134285714286,0.35,0.7060499857132524,0.7436100160856214
sequential_184,sequential,56,56,0.21111071109771729,6718682,0.9598117142857143,0.85,0.8002575410827573,0.6970571872072882
mixed_177,mixed,50,50,0.21823740005493164,6725427,0.9607752857142857,0.65,0.7227080573266011,0.6484744156202107
random_131,random,27,27,0.20676636695861816,6678427,0.954061,0.35,0.8967866940410452,0.7737798836757632
mixed_2,mixed,38,38,0.22989654541015625,6545081,0.9350115714285714,0.65,0.7818439485573799,0.7858221113170812
random_190,random,29,29,0.20248806476593018,6598965,0.9427092857142857,0.35,0.7006877873134547,0.6555319595500869
random_93,random,37,37,0.20636236667633057,6555080,0.93644,0.35,0.724436919073366,0.7142378988885163
random_225,random,26,26,0.21481478214263916,6542954,0.9347077142857143,0.35,0.7875181429756652,0.631650129550966
mixed_25,mixed,37,37,0.237868070602417,6719474,0.9599248571428571,0.65,0.77508872955275,0.7917318020145421
random_94,random,29,29,0.23314952850341797,6594288,0.9420411428571429,0.35,0.8039839345820006,0.6017728831202622
sequential_119,sequential,58,58,0.20639514923095703,6655449,0.9507784285714286,0.85,0.7705397681188315,0.6255995421317179
locality_11,locality,56,56,0.20982229709625244,6620156,0.9457365714285715,0.75,0.7607692453935977,0.7427178123010904
locality_107,locality,65,65,0.21655607223510742,6636083,0.9480118571428572,0.75,0.8948713288707204,0.7044087024859937
random_133,random,35,35,0.23051071166992188,6698062,0.956866,0.35,0.8158110000232813,0.7856774269647848
mixed_198,mixed,26,26,0.21449518203735352,6691204,0.9558862857142857,0.65,0.7194120941642007,0.7477908292674595
mixed_88,mixed,44,44,0.2039356231689453,6574490,0.9392128571428572,0.65,0.7899893598939849,0.689043635779257
sequential_194,sequential,37,37,0.24368810653686523,6622287,0.946041,0.85,0.8370885943506333,0.6313205132512093
random_65,random,40,40,0.2439417839050293,6647681,0.9496687142857143,0.35,0.7567724147714406,0.7358927404897152
random_117,random,31,31,0.24438893795013428,6581612,0.9402302857142857,0.35,0.7480249057545834,0.6256613421960123
random_108,random,20,20,0.20487165451049805,6507739,0.929677,0.35,0.7214676318770002,0.7124411833070199
locality_52,locality,58,58,0.21376216411590576,6737571,0.9625101428571429,0.75,0.8011777547674325,0.621869575444586
sequential_107,sequential,35,35,0.20886504650115967,6629826,0.947118,0.85,0.7984634598358699,0.72101692313213
locality_51,locality,59,59,0.24014043807983398,6616037,0.9451481428571429,0.75,0.7328290586816056,0.6622529311566047
locality_149,locality,46,46,0.22664248943328857,6698233,0.9568904285714286,0.75,0.7975983529699124,0.7801188243650109
locality_30,locality,69,69,0.20180892944335938,6621247,0.9458924285714285,0.75,0.8918432588040327,0.7565762251295216
locality_220,locality,39,39,0.20564055442810059,6678546,0.954078,0.75,0.7389216689749503,0.7803352212665999
locality_75,locality,37,37,0.21802151203155518,6560191,0.9371701428571428,0.75,0.7195790835432072,0.7636313707184765
mixed_103,mixed,45,45,0.18982303142547607,6711573,0.9587961428571429,0.65,0.8224138839284546,0.7506583218295645
locality_81,locality,47,47,0.19007742404937744,6593068,0.9418668571428571,0.75,0.7042601804430803,0.7351266492302775
mixed_74,mixed,37,37,0.19348382949829102,6584772,0.9406817142857142,0.65,0.7838445000717291,0.7899051336686983
